Descriptions,Value,Function Name
"Delete the EEPROM locations NETLC , NETLC , NETLC , NETLC and NETLC",6,DIAG_del_EEPROM
SCM functionality can be turned ON or OFF based on the customer requirements . Hence the pre - condition SCM coded ON is provided,23,Printing
Wait VALUE s Start MM6 and CAN/FLEXRAY Measurement,70,SC_wait_ms
"Read EEPROM locations  NETLC , NETLC , NETLC , NETLC and NETLC",0,DCOM_GetEeprom
Go to target speed VALUE kph,38,SC_goto_target_speed
Create collision VALUE - Front collision : Platform specific : Set CAN/FLEXRAY signal - NETLC = VALUE,64,SC_stimuli_signal_constant
Wait until vehicle speed = VALUE kph,70,SC_wait_ms
Go to target speed VALUE kph Stop MM6 and CAN/FLEXRAY Measurement,38,SC_goto_target_speed
Create collision VALUE - Non Front ,64,SC_stimuli_signal_constant
Apply accelerator pedal > PARAMETER for time greater than PARAMETER - SCM deactivated,48,SC_set_accelerator
Create collision VALUE - Front collision Platform specific : Set CAN/FLEXRAY signal - NETLC = VALUE VALUE Wait VALUE s,64,SC_stimuli_signal_constant
Wait PARAMETER + VALUE s . Stop MM6 and CAN/FLEXRAY Measurement,70,SC_wait_ms
Release brake pedal and Reset the CAN/Flexray signal,51,SC_set_brake
Wait until ECU sleeps,70,SC_wait_ms
"Read the EEPROM items - NETLC , NETLC , NETLC , NETLC and NETLC",0,DCOM_GetEeprom
Create collision VALUE - Non Front : Platform specific,64,SC_stimuli_signal_constant
Wait PARAMETER + VALUE s ,70,SC_wait_ms
Set vehicle speed to VALUE kph Stop MM6 and CAN/FLEXRAY Measurement,38,SC_goto_target_speed
Release brake pedal ,51,SC_set_brake
Create collision VALUE - Non Front collision,64,SC_stimuli_signal_constant
Create collision VALUE - Front : Platform specific : Set CAN/FLEXRAY signal - NETLC = VALUE,64,SC_stimuli_signal_constant
Apply brake pedal VALUE % for time greater than PARAMETER - SCM deactivated,51,SC_set_brake
Write the values to NETLC = HEX_VALUE HEX_VALUE,64,SC_stimuli_signal_constant
Go to target speed VALUE kph and Reset CAN/FLEXRAY signal,38,SC_goto_target_speed
Create collision VALUE - confront : Platform specific : Set CAN/FLEXRAY signal - NETLC = VALUE,64,SC_stimuli_signal_constant
Set CAN/Flexray signal for SCM request to Non Front crash ,29,SC_CA_write_can_signal
Set accelerator pedal invalid Failure ,48,SC_set_accelerator
Wait PARAMETER + VALUE ms,70,SC_wait_ms
Fault free system VALUE,36,SC_ecu_on
Start diagnosis communication VALUE,40,GDCOM_start_communication
 . Start MM6 measurement and Labcar cataloguer VALUE,32,SC_EA_trace_start_and_net
Send the diagnostic request to start Dynamic test for VALUE actuators evil,4,DCOM_send_request
Start diagnosis communication VALUE ,40,GDCOM_start_communication
Create EV FL valve failure For Platform project,16,GV_Create_failure
create evil valve failure,16,GV_Create_failure
Send the diagnostic request to read results of Dynamic test Req,4,DCOM_send_request
Reset the vehicle speed and failure,38,SC_goto_target_speed
Start MM6 measurement and Labcar cataloguer,32,SC_EA_trace_start_and_net
Send the diagnostic request to activate Extended diagnostic session . Req : HEX_VALUE,4,DCOM_send_request
Send the diagnostic request with subduction requested for Security Level EOL Req : HEX_VALUE,46,SC_read_label
Send the diagnostic request with subduction sender for Security Level EOL Req : HEX_VALUE KK KK,4,DCOM_send_request
Send the diagnostic request to start Dynamic test for VALUE actuators speed limit without actuation time Req : HEX_VALUE,4,DCOM_send_request
Set the wheel speed RR to VALUE kph,56,SC_set_label
Send the diagnostic request to start Dynamic test for VALUE actuators evil ,4,DCOM_send_request
Send the diagnostic request to read results of Dynamic test Req : HEX_VALUE,4,DCOM_send_request
Create pump motor failure For Platform project,16,GV_Create_failure
create pump motor failure,16,GV_Create_failure
Stop MM6 measurement and Labcar Data Logger,33,SC_EA_trace_stop
Wait till routine end time - VALUE s VALUE,70,SC_wait_ms
Send the diagnostic request with subduction requested for Security Level EOL Req : HEX_VALUE VALUE,4,DCOM_send_request
create evil valve failure VALUE . Send the diagnostic request to read results of Dynamic test Req : HEX_VALUE,16,GV_Create_failure
Send the diagnostic request to read DTC by status mask for test failed Req : HEX_VALUE,4,DCOM_send_request
create pump motor failure VALUE ,16,GV_Create_failure
Send the diagnostic request to stop Dynamic test Req : HEX_VALUE,4,DCOM_send_request
Send the diagnostic request to start NETLC for test time VALUE s . Req : HEX_VALUE,4,DCOM_send_request
"Set the wheel speed FL , FR , RL , RR to VALUE kph VALUE",58,SC_set_SteeringAngle
Wait till routine end time - VALUE s VALUE . Send the diagnostic request to read results of Dynamic test Req : HEX_VALUE,70,SC_wait_ms
"Set the wheel speed FL , FR , RL , RR to VALUE kph",56,SC_set_label
Wait till routine end time - VALUE s,70,SC_wait_ms
Reset the vehicle speed,38,SC_goto_target_speed
 Stop diagnosis communication VALUE,23,GDCOM_stop_communication
Stop MM6 measurement and Labcar Data Logger VALUE,33,SC_EA_trace_stop
Disconnect all lines and network line from other ECU,44,SC_interrupt_lines
Start communication with ECU,21,GDCOM_start_communication
Send the diagnostic request to disable speed limit monitoring . Req : HEX_VALUE,4,DCOM_send_request
Send the diagnostic request to read results of NETLC Req : HEX_VALUE,4,DCOM_send_request
"Vary the wheel speed FL , FR , RL , RR from NETLC VALUE kph in VALUE s",63,SC_start_manipulation
Wait till routine end time VALUE s,70,SC_wait_ms
"Reset the wheel speed FL , FR , RL , RR to VALUE kph",56,SC_set_label
"Set mue = VALUE , brake = VALUE %",57,SC_set_mue
Disconnect VALUE WSS Sensors,44,SC_interrupt_lines
Send the diagnostic request to start Static test . Req : HEX_VALUE,4,DCOM_send_request
For IPB project : Send the diagnostic request to start comfort pulse calibration routine Req : HEX_VALUE,4,DCOM_send_request
Reset the vehicle speed to VALUE kph and reset the failure,38,SC_goto_target_speed
Wait NETLC routine end time,70,SC_wait_ms
For ABS / NETLC project : Send the diagnostic request to read results of Static test . Req : HEX_VALUE ,4,DCOM_send_request
Reset the vehicle speed to VALUE kph,38,SC_goto_target_speed
Send the service to read the Active Diagnostic Session information Req : HEX_VALUE,4,DCOM_send_request
NETLC VALUE . Start communication with ECU VALUE . Send the diagnostic request to activate Extended diagnostic session . Req : HEX_VALUE,53,GDCOM_start_communication
Send the diagnostic request to disable speed limit monitoring . Req : HEX_VALUE VALUE,4,DCOM_send_request
 . Set the vehicle speed to VALUE kph,38,SC_goto_target_speed
For IPB project : Send the diagnostic request to read results of comfort pulse calibration routine . Req : HEX_VALUE,4,DCOM_send_request
Create WSS Plausibility failure For Platform project,44,SC_interrupt_lines
Send the diagnostic request to activate Default diagnostic session . Req : HEX_VALUE,4,DCOM_send_request
Send the diagnostic request to read DTC by status mask for test failed . Req : HEX_VALUE VALUE ,4,DCOM_send_request
. Stop diagnosis communication VALUE,18,GDCOM_stop_communication
Send the diagnostic request to read DTC by status mask for test failed . Req : HEX_VALUE ,4,DCOM_send_request
Start communication with ECU ,21,GDCOM_start_communication
set vehicle speed to VALUE kph and then wait for VALUE s,38,SC_goto_target_speed
Repeat step VALUE for VALUE times,23,Printing
Send the diagnostic request to read DTC by status mask for test failed . Req : HEX_VALUE,4,DCOM_send_request
Create PSS Plausibility failure For Platform project,16,GV_Create_failure
set the wheel or system pressure sensor to VALUE bar,64,SC_stimuli_signal_constant
Reset the failure Set the wheel or system pressure sensor to VALUE bar,47,SC_release_stimuli_signal
. Send the diagnostic request to read results of Pump motor slow down time Test Req : HEX_VALUE,4,DCOM_send_request
. Stop MM6 measurement VALUE,33,SC_EA_trace_stop
 . Stop diagnosis communication,18,GDCOM_stop_communication
create evil valve failure VALUE,16,GV_Create_failure
Send the diagnostic request to read results of Pump motor slow down time Test,4,DCOM_send_request
Send the diagnostic request to read results of Pump motor slow down time Test Req : HEX_VALUE ,4,DCOM_send_request
"Send the diagnostic request to start Pump motor slow down time Test with delay time VALUE ms , actuation time VALUE ms Req : HEX_VALUE",4,DCOM_send_request
Send the diagnostic request to read results of Pump motor slow down time Test Req : HEX_VALUE,4,DCOM_send_request
Send the diagnostic request to stop Pump motor slow down time Test Req : HEX_VALUE,4,DCOM_send_request
"Send the diagnostic request to start Evac and Fill routine with actuation time VALUE s , pump motor delay time VALUE s ",4,DCOM_send_request
Wait for routine end time - VALUE s,70,SC_wait_ms
 . Vehicle speed = VALUE kph,38,SC_goto_target_speed
UBatt = VALUE ,59,SC_set_Ubatt
create evil valve failure VALUE ,16,GV_Create_failure
create RPS failure VALUE,16,GV_Create_failure
 . Send the diagnostic request to read results of Rotor position sensor calibration Req : HEX_VALUE,4,DCOM_send_request
Set the LIPS data in EEPROM to spare part delivery state,5,DCOM_SetEeprom
Send the diagnostic request to read results of Rotor position sensor calibration Req : HEX_VALUE,4,DCOM_send_request
Wait for routine end time - s VALUE,70,SC_wait_ms
Send the diagnostic request to start Rotor position sensor calibration routine Req : HEX_VALUE ,4,DCOM_send_request
. Send the diagnostic request to read results of Rotor position sensor calibration,4,DCOM_send_request
 Send the diagnostic request to read results of Rotor position sensor calibration,4,DCOM_send_request
Stop MM6 measurement VALUE . Stop,33,SC_EA_trace_stop
Send the diagnostic request with subduction requested for Security Level EOL,4,DCOM_send_request
For NETLC project : Send diagnostic request to actuate valve NETLC with control option short term adjustment for VALUE %,4,DCOM_send_request
For NETLC project : Send diagnostic request to actuate valve SV with control option short term adjustment for VALUE % Req ,4,DCOM_send_request
Send diagnostic request to stop the actuation with control option Reset to default,4,DCOM_send_request
Send diagnostic request to stop the actuation with control option Reset to default Req,4,DCOM_send_request
Send diagnostic request to stop the actuation with control option Reset to default Req : HEX_VALUE,4,DCOM_send_request
Stop MM6 Measurement VALUE . Stop communication with ECU,33,SC_EA_trace_stop
For Crossed Brake Circuit Req : HEX_VALUE,4,DCOM_send_request
For Parallel Brake Circuit Req : HEX_VALUE,4,DCOM_send_request
For Crossed – Inverted Brake Circuit Req : HEX_VALUE,4,DCOM_send_request
 Send diagnostic request to actuate pump motor with control option short term adjustment for VALUE rpm Req : HEX_VALUE,4,DCOM_send_request
Send diagnostic request to actuate valve PCR with control option short term adjustment for VALUE % Req : HEX_VALUE,4,DCOM_send_request
NETLC Valves will be actuated based on the request specified by the Tester,56,SC_set_label
 Create pump motor failure For Platform project,16,GV_Create_failure
Send diagnostic request to actuate pump motor with control option short term adjustment for VALUE rpm Req,4,DCOM_send_request
Reset the failure For Platform project,20,GV_UNDO_failure
NETLC Set the pump relay NETLC NETLC to false,56,SC_set_label
To verify that pump motor actuation will be stopped for pump motor failure during actuation,46,SC_read_label
Delete the EEPROM data of INS sensor calibration,6,DIAG_del_EEPROM
Set the calibrated Axs and Ays signals to VALUE m/s2,64,SC_stimuli_signal_constant
Send the diagnostic request to read the integrated inertial sensor information . Req : HEX_VALUE,4,DCOM_send_request
Set the calibrated Axs and Ays signals to + VALUE m/s2,64,SC_stimuli_signal_constant
Send the diagnostic request to activate Extended diagnostic session Req : HEX_VALUE,4,DCOM_send_request
Send the diagnostic request to start Inertial sensor calibration routine Req : HEX_VALUE,4,DCOM_send_request
Send the diagnostic request to read results of Inertial sensor calibration Req : HEX_VALUE,4,DCOM_send_request
Create INS sensor failure,16,GV_Create_failure
Send diagnostic request to actuate valve SSV with control option short term adjustment for VALUE %,4,DCOM_send_request
"Send diagnostic request to actuate valve NETLC , NETLC , NETLC ",4,DCOM_send_request
Send diagnostic request to actuate all inlet valve EV,4,DCOM_send_request
Send diagnostic request to actuate valve SSV with control option short term adjustment for VALUE % Req : HEX_VALUE,4,DCOM_send_request
Send diagnostic request to actuate valve NETLC with control option short term adjustment for VALUE % ,4,DCOM_send_request
To verify that valve actuation will be stopped for actuating valve failure,46,SC_read_label
Send the diagnostic request to start comfort pulse calibration routine Req : HEX_VALUE,4,DCOM_send_request
Send the diagnostic request to read results of comfort pulse Calibration Req : HEX_VALUE,4,DCOM_send_request
Wait for routine end time - s,70,SC_wait_ms
Create valve failure For Platform project,16,GV_Create_failure
Create VALUE leaning failure For IPB Platform project,16,GV_Create_failure
"create NETLC , NETLC , SSV valve failure",16,GV_Create_failure
Wait till routine end time - s,70,SC_wait_ms
Send the diagnostic request to stop comfort pulse Calibration Req : HEX_VALUE,4,DCOM_send_request
Send the diagnostic request to activate Default diagnostic session Req : HEX_VALUE,4,DCOM_send_request
Send the diagnostic request to read the speed limit monitoring status Req : HEX_VALUE,4,DCOM_send_request
Send the diagnostic request to enable speed limit monitoring . Req : HEX_VALUE,4,DCOM_send_request
Send the diagnostic request to read the active diagnostic session Req : HEX_VALUE,4,DCOM_send_request
. Start MM6 measurement . VALUE,31,SC_EA_trace_start
 . Send the diagnostic request to activate Extended diagnostic session . Req : HEX_VALUE,4,DCOM_send_request
